Country_Region,Province_State,Date,Confirmed,Deaths,Recovered,Active,Active_Diff
Mexico,Queretaro,5/20/2020,544,58,213,273,0
Mexico,Quintana Roo,5/20/2020,1392,271,923,198,0
Mexico,San Luis Potosi,5/20/2020,524,24,310,190,0
Mexico,Sinaloa,5/20/2020,2161,326,1476,359,0
Mexico,Sonora,5/20/2020,1020,49,712,259,0
Mexico,Tabasco,5/20/2020,2716,346,1695,675,0
Mexico,Tamaulipas,5/20/2020,1077,74,765,238,0
Mexico,Tlaxcala,5/20/2020,650,109,335,206,0
Mexico,Veracruz,5/20/2020,2288,274,1460,554,0
Mexico,Yucatan,5/20/2020,1244,97,797,350,0
Mexico,Zacatecas,5/20/2020,212,27,134,51,0
Mexico,nan,3/15/2020,41,0,4,37,0
Mexico,nan,3/16/2020,53,0,4,49,0
Mexico,nan,3/17/2020,82,0,4,78,0
Mexico,nan,3/18/2020,93,0,4,89,0
Mexico,nan,3/19/2020,118,1,4,113,0
Mexico,nan,3/20/2020,164,1,4,159,0
Mexico,nan,3/21/2020,203,2,4,197,0
Mexico,nan,3/22/2020,251,2,4,245,0
Mexico,nan,3/23/2020,316,3,4,309,0
Mexico,nan,3/24/2020,367,4,4,359,0
Mexico,nan,3/25/2020,405,5,4,396,0
Mexico,nan,3/26/2020,475,6,4,465,0
Mexico,nan,3/27/2020,585,8,4,573,0
Mexico,nan,3/28/2020,717,12,4,701,0
Mexico,nan,3/29/2020,848,16,4,828,0
Mexico,nan,3/30/2020,993,20,35,938,0
Mexico,nan,3/31/2020,1094,28,35,1031,0
Mexico,nan,4/01/2020,1215,29,35,1151,0
Mexico,nan,4/02/2020,1378,37,35,1306,0
Mexico,nan,4/03/2020,1510,50,633,827,0
Mexico,nan,4/04/2020,1688,60,633,995,0
Mexico,nan,4/05/2020,1890,79,633,1178,0
Mexico,nan,4/06/2020,2143,94,633,1416,0
Mexico,nan,4/07/2020,2439,125,633,1681,0
Mexico,nan,4/08/2020,2785,141,633,2011,0
Mexico,nan,4/09/2020,3181,174,633,2374,0
Mexico,nan,4/10/2020,3441,194,633,2614,0
Mexico,nan,4/11/2020,3844,233,633,2978,0
Mexico,nan,4/12/2020,4219,273,1772,2174,0
Mexico,nan,4/13/2020,4661,296,1843,2522,0
Mexico,nan,4/14/2020,5014,332,1964,2718,0
Mexico,nan,4/15/2020,5399,406,2125,2868,0
Mexico,nan,4/16/2020,5847,449,2125,3273,0
Mexico,nan,4/17/2020,6297,486,2125,3686,0
Mexico,nan,4/18/2020,6875,546,2125,4204,0
Mexico,nan,4/19/2020,7497,650,2627,4220,0
Mexico,nan,4/20/2020,8261,686,2627,4948,0
Mexico,nan,4/21/2020,8772,712,2627,5433,0
Mexico,nan,4/22/2020,9501,857,2627,6017,0
Mexico,nan,4/23/2020,11633,1069,2627,7937,0
Mexico,nan,4/24/2020,12872,1221,7149,4502,0
Mexico,nan,4/25/2020,13842,1305,7149,5388,0
Mexico,nan,4/26/2020,14677,1351,8354,4972,0
Mexico,nan,4/27/2020,15529,1434,9086,5009,0
Mexico,nan,4/28/2020,16752,1569,11423,3760,0
Mexico,nan,4/29/2020,17799,1732,11423,4644,0
Mexico,nan,4/30/2020,19224,1859,11423,5942,0
Mexico,nan,5/01/2020,20739,1972,12377,6390,0
Mexico,nan,5/02/2020,22088,2061,12377,7650,0
Mexico,nan,5/03/2020,23471,2154,13447,7870,0
Mexico,nan,5/04/2020,24905,2271,13447,9187,0
Mexico,nan,5/05/2020,26025,2507,16810,6708,0
Mexico,nan,5/06/2020,27634,2704,17781,7149,0
Mexico,nan,5/07/2020,29616,2961,17781,8874,0
Mexico,nan,5/08/2020,31522,3160,20314,8048,0
Mexico,nan,5/09/2020,33460,3353,21824,8283,0
Mexico,nan,5/10/2020,35022,3465,21824,9733,0
Mexico,nan,5/11/2020,36327,3573,23100,9654,0
Mexico,nan,5/12/2020,38324,3926,25935,8463,0
Mexico,nan,5/13/2020,40186,4220,26990,8976,0
Mexico,nan,5/14/2020,42595,4477,28475,9643,0
Mexico,nan,5/15/2020,45032,4767,30451,9814,0
Mexico,nan,5/16/2020,47144,5045,31848,10251,0
Mexico,nan,5/17/2020,49219,5177,33329,10713,0
Mexico,nan,5/18/2020,51633,5332,35388,10913,0
Mexico,nan,5/19/2020,54346,5666,37325,11355,0
Moldova,nan,3/15/2020,23,0,0,23,0
Moldova,nan,3/16/2020,23,0,0,23,0
Moldova,nan,3/17/2020,30,0,1,29,0
Moldova,nan,3/18/2020,30,1,1,28,0
Moldova,nan,3/19/2020,49,1,1,47,0
Moldova,nan,3/20/2020,66,1,1,64,0
Moldova,nan,3/21/2020,80,1,1,78,0
Moldova,nan,3/22/2020,94,1,1,92,0
Moldova,nan,3/23/2020,109,1,2,106,0
Moldova,nan,3/24/2020,125,1,2,122,0
Moldova,nan,3/25/2020,149,1,2,146,0
Moldova,nan,3/26/2020,177,1,2,174,0
Moldova,nan,3/27/2020,199,2,2,195,0
Moldova,nan,3/28/2020,231,2,2,227,0
Moldova,nan,3/29/2020,263,2,2,259,0
Moldova,nan,3/30/2020,298,2,15,281,0
Moldova,nan,3/31/2020,353,4,18,331,0
Moldova,nan,4/01/2020,423,5,23,395,0
Moldova,nan,4/02/2020,505,6,23,476,0
Moldova,nan,4/03/2020,591,8,26,557,0
Moldova,nan,4/04/2020,752,12,29,711,0
Moldova,nan,4/05/2020,864,15,30,819,0
Moldova,nan,4/06/2020,965,19,37,909,0
Moldova,nan,4/07/2020,1056,22,40,994,0
Moldova,nan,4/08/2020,1174,27,40,1107,0
Moldova,nan,4/09/2020,1289,29,50,1210,0
Moldova,nan,4/10/2020,1438,29,56,1353,0
Moldova,nan,4/11/2020,1560,30,75,1455,0
Moldova,nan,4/12/2020,1662,31,94,1537,0
Moldova,nan,4/13/2020,1712,35,107,1570,0
Moldova,nan,4/14/2020,1934,40,134,1760,0
Moldova,nan,4/15/2020,2049,46,171,1832,0
Moldova,nan,4/16/2020,2154,54,235,1865,0
Moldova,nan,4/17/2020,2264,56,276,1932,0
Moldova,nan,4/18/2020,2378,57,391,1930,0
Moldova,nan,4/19/2020,2472,67,457,1948,0
Moldova,nan,4/20/2020,2548,70,457,2021,0
Moldova,nan,4/21/2020,2614,72,505,2037,0
Moldova,nan,4/22/2020,2778,75,560,2143,0
Moldova,nan,4/23/2020,2926,80,661,2185,0
Moldova,nan,4/24/2020,3110,84,755,2271,0
Moldova,nan,4/25/2020,3304,94,825,2385,0
Moldova,nan,4/26/2020,3408,96,895,2417,0
Moldova,nan,4/27/2020,3481,102,925,2454,0
Moldova,nan,4/28/2020,3638,103,975,2560,0
Moldova,nan,4/29/2020,3771,111,1114,2546,0
Moldova,nan,4/30/2020,3897,116,1182,2599,0
Moldova,nan,5/01/2020,3980,122,1272,2586,0
Moldova,nan,5/02/2020,4052,124,1334,2594,0
Moldova,nan,5/03/2020,4121,125,1382,2614,0
Moldova,nan,5/04/2020,4248,132,1423,2693,0
Moldova,nan,5/05/2020,4363,136,1544,2683,0
Moldova,nan,5/06/2020,4476,143,1658,2675,0
Moldova,nan,5/07/2020,4605,145,1747,2713,0
Moldova,nan,5/08/2020,4728,150,1826,2752,0
Moldova,nan,5/09/2020,4867,161,1925,2781,0
Moldova,nan,5/10/2020,4927,169,1958,2800,0
Moldova,nan,5/11/2020,4995,175,1980,2840,0
Moldova,nan,5/12/2020,5154,182,2069,2903,0
Moldova,nan,5/13/2020,5406,185,2176,3045,0
Moldova,nan,5/14/2020,5553,194,2228,3131,0
Moldova,nan,5/15/2020,5745,202,2228,3315,0
Moldova,nan,5/16/2020,5934,207,2344,3383,0
Moldova,nan,5/17/2020,6060,211,2344,3505,0
Moldova,nan,5/18/2020,6138,217,2425,3496,0
Moldova,nan,5/19/2020,6340,221,2508,3611,0
Moldova,nan,5/20/2020,6553,228,2953,3372,0
Monaco,nan,3/15/2020,2,0,0,2,0
Monaco,nan,3/16/2020,7,0,0,7,0
Monaco,nan,3/17/2020,7,0,0,7,0
Monaco,nan,3/18/2020,7,0,0,7,0
Monaco,nan,3/19/2020,7,0,0,7,0
Monaco,nan,3/20/2020,11,0,0,11,0
Monaco,nan,3/21/2020,11,0,0,11,0
Monaco,nan,3/22/2020,23,0,1,22,0
Monaco,nan,3/23/2020,23,0,1,22,0
Monaco,nan,3/24/2020,23,0,1,22,0
Monaco,nan,3/25/2020,31,0,1,30,0
Monaco,nan,3/26/2020,33,0,1,32,0
Monaco,nan,3/27/2020,42,0,1,41,0
Monaco,nan,3/28/2020,42,0,1,41,0
Monaco,nan,3/29/2020,46,1,1,44,0
Monaco,nan,3/30/2020,49,1,1,47,0
Monaco,nan,3/31/2020,52,1,2,49,0
Monaco,nan,4/01/2020,55,1,2,52,0
Monaco,nan,4/02/2020,60,1,2,57,0
Monaco,nan,4/03/2020,64,1,3,60,0
Monaco,nan,4/04/2020,66,1,3,62,0
Monaco,nan,4/05/2020,73,1,3,69,0
Monaco,nan,4/06/2020,77,1,4,72,0
Monaco,nan,4/07/2020,79,1,4,74,0
Monaco,nan,4/08/2020,81,1,4,76,0
Monaco,nan,4/09/2020,84,1,5,78,0
Monaco,nan,4/10/2020,90,1,5,84,0
Monaco,nan,4/11/2020,92,1,5,86,0
Monaco,nan,4/12/2020,93,1,6,86,0
Monaco,nan,4/13/2020,93,1,6,86,0
Monaco,nan,4/14/2020,93,1,6,86,0
Monaco,nan,4/15/2020,93,3,12,78,0
Monaco,nan,4/16/2020,93,3,12,78,0
Monaco,nan,4/17/2020,94,3,20,71,0
Monaco,nan,4/18/2020,94,3,22,69,0
Monaco,nan,4/19/2020,94,3,22,69,0
Monaco,nan,4/20/2020,94,3,23,68,0
Monaco,nan,4/21/2020,94,3,26,65,0
Monaco,nan,4/22/2020,94,3,26,65,0
Monaco,nan,4/23/2020,94,4,35,55,0
Monaco,nan,4/24/2020,94,4,41,49,0
Monaco,nan,4/25/2020,94,4,42,48,0
Monaco,nan,4/26/2020,94,4,42,48,0
Monaco,nan,4/27/2020,95,4,42,49,0
Monaco,nan,4/28/2020,95,4,50,41,0
Monaco,nan,4/29/2020,95,4,58,33,0
Monaco,nan,4/30/2020,95,4,64,27,0
Monaco,nan,5/01/2020,95,4,73,18,0
Monaco,nan,5/02/2020,95,4,78,13,0
Monaco,nan,5/03/2020,95,4,78,13,0
Monaco,nan,5/04/2020,95,4,78,13,0
Monaco,nan,5/05/2020,95,4,81,10,0
Monaco,nan,5/06/2020,95,4,82,9,0
Monaco,nan,5/07/2020,95,4,82,9,0
Monaco,nan,5/08/2020,95,4,82,9,0
Monaco,nan,5/09/2020,96,4,82,10,0
Monaco,nan,5/10/2020,96,4,82,10,0
Monaco,nan,5/11/2020,96,4,85,7,0
Monaco,nan,5/12/2020,96,4,85,7,0
Monaco,nan,5/13/2020,96,4,87,5,0
Monaco,nan,5/14/2020,96,4,87,5,0
Monaco,nan,5/15/2020,96,4,87,5,0
Monaco,nan,5/16/2020,96,4,87,5,0
Monaco,nan,5/17/2020,96,4,87,5,0
Monaco,nan,5/18/2020,97,4,87,6,0
Monaco,nan,5/19/2020,97,4,87,6,0
Monaco,nan,5/20/2020,97,4,90,3,0
Mongolia,nan,3/15/2020,1,0,0,1,0
Mongolia,nan,3/16/2020,1,0,0,1,0
Mongolia,nan,3/17/2020,5,0,0,5,0
Mongolia,nan,3/18/2020,6,0,0,6,0
Mongolia,nan,3/19/2020,6,0,0,6,0
Mongolia,nan,3/20/2020,6,0,0,6,0
Mongolia,nan,3/21/2020,10,0,0,10,0
Mongolia,nan,3/22/2020,10,0,0,10,0
Mongolia,nan,3/23/2020,10,0,0,10,0
Mongolia,nan,3/24/2020,10,0,0,10,0
Mongolia,nan,3/25/2020,10,0,0,10,0
Mongolia,nan,3/26/2020,11,0,0,11,0
Mongolia,nan,3/27/2020,11,0,0,11,0
Mongolia,nan,3/28/2020,12,0,0,12,0
Mongolia,nan,3/29/2020,12,0,0,12,0
Mongolia,nan,3/30/2020,12,0,2,10,0
Mongolia,nan,3/31/2020,12,0,2,10,0
Mongolia,nan,4/01/2020,14,0,2,12,0
Mongolia,nan,4/02/2020,14,0,2,12,0
Mongolia,nan,4/03/2020,14,0,2,12,0
Mongolia,nan,4/04/2020,14,0,2,12,0
Mongolia,nan,4/05/2020,14,0,2,12,0
Mongolia,nan,4/06/2020,15,0,2,13,0
Mongolia,nan,4/07/2020,15,0,4,11,0
Mongolia,nan,4/08/2020,16,0,4,12,0
Mongolia,nan,4/09/2020,16,0,4,12,0
Mongolia,nan,4/10/2020,16,0,4,12,0
Mongolia,nan,4/11/2020,16,0,4,12,0
Mongolia,nan,4/12/2020,16,0,4,12,0
Mongolia,nan,4/13/2020,17,0,4,13,0
Mongolia,nan,4/14/2020,30,0,5,25,0
Mongolia,nan,4/15/2020,30,0,5,25,0
Mongolia,nan,4/16/2020,31,0,5,26,0
Mongolia,nan,4/17/2020,31,0,5,26,0
Mongolia,nan,4/18/2020,31,0,5,26,0
Mongolia,nan,4/19/2020,32,0,7,25,0
Mongolia,nan,4/20/2020,33,0,7,26,0
Mongolia,nan,4/21/2020,34,0,8,26,0
Mongolia,nan,4/22/2020,35,0,8,27,0
Mongolia,nan,4/23/2020,36,0,9,27,0
Mongolia,nan,4/24/2020,37,0,9,28,0
Mongolia,nan,4/25/2020,37,0,9,28,0
Mongolia,nan,4/26/2020,38,0,9,29,0
Mongolia,nan,4/27/2020,38,0,10,28,0
Mongolia,nan,4/28/2020,38,0,10,28,0
Mongolia,nan,4/29/2020,38,0,10,28,0
Mongolia,nan,4/30/2020,38,0,10,28,0
Mongolia,nan,5/01/2020,38,0,10,28,0
Mongolia,nan,5/02/2020,39,0,10,29,0
Mongolia,nan,5/03/2020,39,0,10,29,0
Mongolia,nan,5/04/2020,40,0,12,28,0
Mongolia,nan,5/05/2020,41,0,13,28,0
Mongolia,nan,5/06/2020,41,0,13,28,0
Mongolia,nan,5/07/2020,41,0,13,28,0
Mongolia,nan,5/08/2020,42,0,13,29,0
Mongolia,nan,5/09/2020,42,0,14,28,0
Mongolia,nan,5/10/2020,42,0,14,28,0
Mongolia,nan,5/11/2020,42,0,14,28,0
Mongolia,nan,5/12/2020,42,0,15,27,0
Mongolia,nan,5/13/2020,42,0,15,27,0
Mongolia,nan,5/14/2020,98,0,15,83,0
Mongolia,nan,5/15/2020,98,0,20,78,0
Mongolia,nan,5/16/2020,135,0,20,115,0
Mongolia,nan,5/17/2020,136,0,21,115,0
Mongolia,nan,5/18/2020,140,0,24,116,0
Mongolia,nan,5/19/2020,140,0,26,114,0
Mongolia,nan,5/20/2020,140,0,26,114,0
Montenegro,nan,3/17/2020,2,0,0,2,0
Montenegro,nan,3/18/2020,1,0,0,1,0
Montenegro,nan,3/19/2020,3,0,0,3,0
Montenegro,nan,3/20/2020,14,0,0,14,0
Montenegro,nan,3/21/2020,14,0,0,14,0
Montenegro,nan,3/22/2020,21,0,0,21,0
Montenegro,nan,3/23/2020,27,1,0,26,0
Montenegro,nan,3/24/2020,47,1,0,46,0
Montenegro,nan,3/25/2020,52,1,0,51,0
Montenegro,nan,3/26/2020,69,1,0,68,0
Montenegro,nan,3/27/2020,82,1,0,81,0
Montenegro,nan,3/28/2020,84,1,0,83,0
Montenegro,nan,3/29/2020,85,1,0,84,0
Montenegro,nan,3/30/2020,91,1,0,90,0
Montenegro,nan,3/31/2020,109,2,0,107,0
Montenegro,nan,4/01/2020,123,2,0,121,0
Montenegro,nan,4/02/2020,144,2,0,142,0
Montenegro,nan,4/03/2020,174,2,1,171,0
Montenegro,nan,4/04/2020,201,2,1,198,0
Montenegro,nan,4/05/2020,214,2,1,211,0
Montenegro,nan,4/06/2020,233,2,1,230,0
Montenegro,nan,4/07/2020,241,2,4,235,0
Montenegro,nan,4/08/2020,248,2,4,242,0
Montenegro,nan,4/09/2020,252,2,4,246,0
Montenegro,nan,4/10/2020,255,2,4,249,0
Montenegro,nan,4/11/2020,263,2,5,256,0
Montenegro,nan,4/12/2020,272,3,5,264,0
Montenegro,nan,4/13/2020,274,3,5,266,0
Montenegro,nan,4/14/2020,283,4,46,233,0
Montenegro,nan,4/15/2020,288,4,55,229,0
Montenegro,nan,4/16/2020,303,4,55,244,0
Montenegro,nan,4/17/2020,303,5,55,243,0
Montenegro,nan,4/18/2020,307,5,55,247,0
Montenegro,nan,4/19/2020,308,5,55,248,0
Montenegro,nan,4/20/2020,312,5,88,219,0
Montenegro,nan,4/21/2020,313,5,101,207,0
Montenegro,nan,4/22/2020,315,5,116,194,0
Montenegro,nan,4/23/2020,316,5,123,188,0
Montenegro,nan,4/24/2020,319,6,123,190,0
Montenegro,nan,4/25/2020,320,6,153,161,0
Montenegro,nan,4/26/2020,321,7,153,161,0
Montenegro,nan,4/27/2020,321,7,189,125,0
Montenegro,nan,4/28/2020,321,7,199,115,0
Montenegro,nan,4/29/2020,322,7,203,112,0
Montenegro,nan,4/30/2020,322,7,214,101,0
Montenegro,nan,5/01/2020,322,7,233,82,0
Montenegro,nan,5/02/2020,322,8,245,69,0
Montenegro,nan,5/03/2020,322,8,249,65,0
Montenegro,nan,5/04/2020,323,8,253,62,0
Montenegro,nan,5/05/2020,324,8,253,63,0
Montenegro,nan,5/06/2020,324,8,261,55,0
Montenegro,nan,5/07/2020,324,8,265,51,0
Montenegro,nan,5/08/2020,324,8,267,49,0
Montenegro,nan,5/09/2020,324,8,274,42,0
Montenegro,nan,5/10/2020,324,9,290,25,0
Montenegro,nan,5/11/2020,324,9,294,21,0
Montenegro,nan,5/12/2020,324,9,298,17,0
Montenegro,nan,5/13/2020,324,9,307,8,0
Montenegro,nan,5/14/2020,324,9,309,6,0
Montenegro,nan,5/15/2020,324,9,311,4,0
Montenegro,nan,5/16/2020,324,9,311,4,0
Montenegro,nan,5/17/2020,324,9,311,4,0
Montenegro,nan,5/18/2020,324,9,311,4,0
Montenegro,nan,5/19/2020,324,9,312,3,0
Montenegro,nan,5/20/2020,324,9,312,3,0
Morocco,nan,3/15/2020,28,1,1,26,0
Morocco,nan,3/16/2020,29,1,1,27,0
Morocco,nan,3/17/2020,38,2,1,35,0
Morocco,nan,3/18/2020,49,2,1,46,0
Morocco,nan,3/19/2020,63,2,1,60,0
Morocco,nan,3/20/2020,77,3,1,73,0
Morocco,nan,3/21/2020,96,3,3,90,0
Morocco,nan,3/22/2020,115,4,3,108,0
Morocco,nan,3/23/2020,143,4,5,134,0
Morocco,nan,3/24/2020,170,5,6,159,0
Morocco,nan,3/25/2020,225,6,7,212,0
Morocco,nan,3/26/2020,275,11,8,256,0
Morocco,nan,3/27/2020,345,23,11,311,0
Morocco,nan,3/28/2020,402,25,11,366,0
Morocco,nan,3/29/2020,479,26,13,440,0
Morocco,nan,3/30/2020,556,33,15,508,0
Morocco,nan,3/31/2020,617,36,24,557,0
Morocco,nan,4/01/2020,654,39,29,586,0
Morocco,nan,4/02/2020,708,44,31,633,0
Morocco,nan,4/03/2020,791,48,57,686,0
Morocco,nan,4/04/2020,919,59,66,794,0
Morocco,nan,4/05/2020,1021,70,76,875,0
Morocco,nan,4/06/2020,1120,80,81,959,0
Morocco,nan,4/07/2020,1184,90,93,1001,0
Morocco,nan,4/08/2020,1275,93,97,1085,0
Morocco,nan,4/09/2020,1374,97,109,1168,0
Morocco,nan,4/10/2020,1448,107,122,1219,0
Morocco,nan,4/11/2020,1545,111,146,1288,0
Morocco,nan,4/12/2020,1661,118,177,1366,0
Morocco,nan,4/13/2020,1763,126,203,1434,0
Morocco,nan,4/14/2020,1888,126,217,1545,0
Morocco,nan,4/15/2020,2024,127,229,1668,0
Morocco,nan,4/16/2020,2283,130,249,1904,0
Morocco,nan,4/17/2020,2564,135,281,2148,0
Morocco,nan,4/18/2020,2685,137,314,2234,0
Morocco,nan,4/19/2020,2855,141,327,2387,0
Morocco,nan,4/20/2020,3046,143,350,2553,0
Morocco,nan,4/21/2020,3209,145,393,2671,0
Morocco,nan,4/22/2020,3446,149,417,2880,0
Morocco,nan,4/23/2020,3568,155,456,2957,0
Morocco,nan,4/24/2020,3758,158,486,3114,0
Morocco,nan,4/25/2020,3897,159,537,3201,0
Morocco,nan,4/26/2020,4065,161,593,3311,0
Morocco,nan,4/27/2020,4120,162,695,3263,0
Morocco,nan,4/28/2020,4252,165,778,3309,0
Morocco,nan,4/29/2020,4321,168,928,3225,0
Morocco,nan,4/30/2020,4423,170,984,3269,0
Morocco,nan,5/01/2020,4569,171,1083,3315,0
Morocco,nan,5/02/2020,4729,173,1256,3300,0
Morocco,nan,5/03/2020,4903,174,1438,3291,0
Morocco,nan,5/04/2020,5053,179,1653,3221,0
Morocco,nan,5/05/2020,5219,181,1838,3200,0
Morocco,nan,5/06/2020,5408,183,2017,3208,0
Morocco,nan,5/07/2020,5548,183,2179,3186,0
Morocco,nan,5/08/2020,5711,186,2324,3201,0
Morocco,nan,5/09/2020,5910,186,2461,3263,0
Morocco,nan,5/10/2020,6063,188,2554,3321,0
Morocco,nan,5/11/2020,6281,188,2811,3282,0
Morocco,nan,5/12/2020,6418,188,2991,3239,0
Morocco,nan,5/13/2020,6512,188,3131,3193,0
Morocco,nan,5/14/2020,6607,190,3310,3107,0
Morocco,nan,5/15/2020,6652,190,3400,3062,0
Morocco,nan,5/16/2020,6741,192,3487,3062,0
Morocco,nan,5/17/2020,6870,192,3660,3018,0
Morocco,nan,5/18/2020,6952,192,3758,3002,0
Morocco,nan,5/19/2020,7023,193,3901,2929,0
Morocco,nan,5/20/2020,7133,194,4098,2841,0
Mozambique,nan,3/22/2020,1,0,0,1,0
Mozambique,nan,3/23/2020,1,0,0,1,0
Mozambique,nan,3/24/2020,3,0,0,3,0
Mozambique,nan,3/25/2020,5,0,0,5,0
Mozambique,nan,3/26/2020,7,0,0,7,0
Mozambique,nan,3/27/2020,7,0,0,7,0
Mozambique,nan,3/28/2020,8,0,0,8,0
Mozambique,nan,3/29/2020,8,0,0,8,0
Mozambique,nan,3/30/2020,8,0,0,8,0
Mozambique,nan,3/31/2020,8,0,0,8,0
Mozambique,nan,4/01/2020,10,0,0,10,0
Mozambique,nan,4/02/2020,10,0,0,10,0
Mozambique,nan,4/03/2020,10,0,0,10,0
Mozambique,nan,4/04/2020,10,0,1,9,0
Mozambique,nan,4/05/2020,10,0,1,9,0
Mozambique,nan,4/06/2020,10,0,1,9,0
Mozambique,nan,4/07/2020,10,0,1,9,0
Mozambique,nan,4/08/2020,17,0,1,16,0
Mozambique,nan,4/09/2020,17,0,1,16,0
Mozambique,nan,4/10/2020,20,0,2,18,0
Mozambique,nan,4/11/2020,20,0,2,18,0
Mozambique,nan,4/12/2020,21,0,2,19,0
Mozambique,nan,4/13/2020,21,0,2,19,0
Mozambique,nan,4/14/2020,28,0,2,26,0
Mozambique,nan,4/15/2020,29,0,2,27,0
Mozambique,nan,4/16/2020,31,0,2,29,0
Mozambique,nan,4/17/2020,34,0,2,32,0
Mozambique,nan,4/18/2020,35,0,4,31,0
Mozambique,nan,4/19/2020,39,0,8,31,0
Mozambique,nan,4/20/2020,39,0,8,31,0
Mozambique,nan,4/21/2020,39,0,8,31,0
Mozambique,nan,4/22/2020,41,0,8,33,0
Mozambique,nan,4/23/2020,46,0,9,37,0
Mozambique,nan,4/24/2020,65,0,12,53,0
Mozambique,nan,4/25/2020,70,0,12,58,0
Mozambique,nan,4/26/2020,76,0,12,64,0
Mozambique,nan,4/27/2020,76,0,12,64,0
Mozambique,nan,4/28/2020,76,0,12,64,0
Mozambique,nan,4/29/2020,76,0,12,64,0
Mozambique,nan,4/30/2020,76,0,12,64,0
Mozambique,nan,5/01/2020,79,0,12,67,0
Mozambique,nan,5/02/2020,79,0,18,61,0
Mozambique,nan,5/03/2020,80,0,19,61,0
Mozambique,nan,5/04/2020,80,0,19,61,0
Mozambique,nan,5/05/2020,81,0,19,62,0
Mozambique,nan,5/06/2020,81,0,21,60,0
Mozambique,nan,5/07/2020,81,0,24,57,0
Mozambique,nan,5/08/2020,82,0,27,55,0
Mozambique,nan,5/09/2020,87,0,34,53,0
Mozambique,nan,5/10/2020,91,0,34,57,0
Mozambique,nan,5/11/2020,103,0,34,69,0
Mozambique,nan,5/12/2020,104,0,34,70,0
Mozambique,nan,5/13/2020,104,0,34,70,0
Mozambique,nan,5/14/2020,115,0,35,80,0
Mozambique,nan,5/15/2020,119,0,42,77,0
Mozambique,nan,5/16/2020,129,0,43,86,0
Mozambique,nan,5/17/2020,137,0,44,93,0
Mozambique,nan,5/18/2020,145,0,44,101,0
Mozambique,nan,5/19/2020,146,0,44,102,0
Mozambique,nan,5/20/2020,156,0,48,108,0
Namibia,nan,3/15/2020,2,0,0,2,0
Namibia,nan,3/16/2020,2,0,0,2,0
Namibia,nan,3/17/2020,2,0,0,2,0
Namibia,nan,3/18/2020,2,0,0,2,0
Namibia,nan,3/19/2020,3,0,0,3,0
Namibia,nan,3/20/2020,3,0,0,3,0
Namibia,nan,3/21/2020,3,0,0,3,0
Namibia,nan,3/22/2020,3,0,0,3,0
Namibia,nan,3/23/2020,4,0,0,4,0
Namibia,nan,3/24/2020,7,0,2,5,0
Namibia,nan,3/25/2020,7,0,2,5,0
Namibia,nan,3/26/2020,8,0,2,6,0
Namibia,nan,3/27/2020,8,0,2,6,0
Namibia,nan,3/28/2020,8,0,2,6,0
Namibia,nan,3/29/2020,11,0,2,9,0
Namibia,nan,3/30/2020,11,0,2,9,0
Namibia,nan,3/31/2020,11,0,2,9,0
Namibia,nan,4/01/2020,14,0,2,12,0
Namibia,nan,4/02/2020,14,0,3,11,0
Namibia,nan,4/03/2020,14,0,3,11,0
Namibia,nan,4/04/2020,14,0,3,11,0
Namibia,nan,4/05/2020,16,0,3,13,0
Namibia,nan,4/06/2020,16,0,3,13,0
Namibia,nan,4/07/2020,16,0,3,13,0
Namibia,nan,4/08/2020,16,0,3,13,0
Namibia,nan,4/09/2020,16,0,3,13,0
Namibia,nan,4/10/2020,16,0,3,13,0
Namibia,nan,4/11/2020,16,0,3,13,0
Namibia,nan,4/12/2020,16,0,3,13,0
Namibia,nan,4/13/2020,16,0,3,13,0
Namibia,nan,4/14/2020,16,0,3,13,0
Namibia,nan,4/15/2020,16,0,3,13,0
Namibia,nan,4/16/2020,16,0,4,12,0
Namibia,nan,4/17/2020,16,0,4,12,0
Namibia,nan,4/18/2020,16,0,6,10,0
Namibia,nan,4/19/2020,16,0,6,10,0
Namibia,nan,4/20/2020,16,0,6,10,0
Namibia,nan,4/21/2020,16,0,6,10,0
Namibia,nan,4/22/2020,16,0,6,10,0
Namibia,nan,4/23/2020,16,0,7,9,0
Namibia,nan,4/24/2020,16,0,7,9,0
Namibia,nan,4/25/2020,16,0,7,9,0
Namibia,nan,4/26/2020,16,0,8,8,0
Namibia,nan,4/27/2020,16,0,8,8,0
Namibia,nan,4/28/2020,16,0,8,8,0
Namibia,nan,4/29/2020,16,0,8,8,0
Namibia,nan,4/30/2020,16,0,8,8,0
Namibia,nan,5/01/2020,16,0,8,8,0
Namibia,nan,5/02/2020,16,0,8,8,0
Namibia,nan,5/03/2020,16,0,8,8,0
Namibia,nan,5/04/2020,16,0,8,8,0
Namibia,nan,5/05/2020,16,0,8,8,0
Namibia,nan,5/06/2020,16,0,8,8,0
Namibia,nan,5/07/2020,16,0,9,7,0
Namibia,nan,5/08/2020,16,0,9,7,0
Namibia,nan,5/09/2020,16,0,10,6,0
Namibia,nan,5/10/2020,16,0,11,5,0
Namibia,nan,5/11/2020,16,0,11,5,0
Namibia,nan,5/12/2020,16,0,11,5,0
Namibia,nan,5/13/2020,16,0,11,5,0
Namibia,nan,5/14/2020,16,0,12,4,0
Namibia,nan,5/15/2020,16,0,13,3,0
Namibia,nan,5/16/2020,16,0,13,3,0
